record_id,scenario_family,source_name,source_url,source_basis,product,product_category,lot_or_batch,observed_text,expected_ctes,expected_abstentions,gold_label_method
web500-0142,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Production: input resource batch codes for fresh cucumber lot CUC-LOT-118 are linked to output product batch code OUT-CUC-LOT-118.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0143,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Production: input resource batch codes for fresh sprouts lot SPR-LOT-220 are linked to output product batch code OUT-SPR-LOT-220.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0144,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Production: input resource batch codes for fresh tuna lot TUNA-LOT-771 are linked to output product batch code OUT-TUNA-LOT-771.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0145,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Production: input resource batch codes for soft cheese lot CHEESE-LOT-319 are linked to output product batch code OUT-CHEESE-LOT-319.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0146,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Production: input resource batch codes for bulk olive oil lot OIL-LOT-540 are linked to output product batch code OUT-OIL-LOT-540.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0147,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Production: input resource batch codes for bottled olive oil lot BOT-OIL-903 are linked to output product batch code OUT-BOT-OIL-903.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0148,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Production: input resource batch codes for fresh grapes lot GRAPE-LOT-104 are linked to output product batch code OUT-GRAPE-LOT-104.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0149,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Production: input resource batch codes for leaf lettuce lot LETT-LOT-514 are linked to output product batch code OUT-LETT-LOT-514.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0150,biotrak-production-link,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Production: input resource batch codes for prepared deli salad lot DELI-LOT-822 are linked to output product batch code OUT-DELI-LOT-822.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0151,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh basil,fresh herbs,BASIL-LOT-042,Outbound logistics: finished fresh basil lot BASIL-LOT-042 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0152,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Outbound logistics: finished fresh cucumber lot CUC-LOT-118 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0153,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Outbound logistics: finished fresh sprouts lot SPR-LOT-220 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0154,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Outbound logistics: finished fresh tuna lot TUNA-LOT-771 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0155,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Outbound logistics: finished soft cheese lot CHEESE-LOT-319 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0156,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Outbound logistics: finished bulk olive oil lot OIL-LOT-540 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0157,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Outbound logistics: finished bottled olive oil lot BOT-OIL-903 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0158,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Outbound logistics: finished fresh grapes lot GRAPE-LOT-104 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0159,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Outbound logistics: finished leaf lettuce lot LETT-LOT-514 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0160,biotrak-outbound-delivery,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Outbound logistics: finished prepared deli salad lot DELI-LOT-822 moves to external customer with delivery note and outgoing batch codes.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0161,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh basil,fresh herbs,BASIL-LOT-042,Transporter registers a transportation event for fresh basil lot BASIL-LOT-042 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0162,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Transporter registers a transportation event for fresh cucumber lot CUC-LOT-118 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0163,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Transporter registers a transportation event for fresh sprouts lot SPR-LOT-220 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0164,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Transporter registers a transportation event for fresh tuna lot TUNA-LOT-771 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0165,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Transporter registers a transportation event for soft cheese lot CHEESE-LOT-319 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0166,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Transporter registers a transportation event for bulk olive oil lot OIL-LOT-540 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0167,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Transporter registers a transportation event for bottled olive oil lot BOT-OIL-903 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0168,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Transporter registers a transportation event for fresh grapes lot GRAPE-LOT-104 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0169,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Transporter registers a transportation event for leaf lettuce lot LETT-LOT-514 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0170,biotrak-transporter-only,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Transporter registers a transportation event for prepared deli salad lot DELI-LOT-822 but not shipper or receiver evidence.,[],"[""shipping""]",manual_label_from_public_source_pattern
web500-0171,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh basil,fresh herbs,BASIL-LOT-042,Recipient scans NFC temperature sensor when transportation for fresh basil lot BASIL-LOT-042 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0172,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Recipient scans NFC temperature sensor when transportation for fresh cucumber lot CUC-LOT-118 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0173,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Recipient scans NFC temperature sensor when transportation for fresh sprouts lot SPR-LOT-220 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0174,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Recipient scans NFC temperature sensor when transportation for fresh tuna lot TUNA-LOT-771 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0175,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Recipient scans NFC temperature sensor when transportation for soft cheese lot CHEESE-LOT-319 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0176,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Recipient scans NFC temperature sensor when transportation for bulk olive oil lot OIL-LOT-540 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0177,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Recipient scans NFC temperature sensor when transportation for bottled olive oil lot BOT-OIL-903 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0178,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Recipient scans NFC temperature sensor when transportation for fresh grapes lot GRAPE-LOT-104 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0179,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Recipient scans NFC temperature sensor when transportation for leaf lettuce lot LETT-LOT-514 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0180,biotrak-cold-chain-end,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Recipient scans NFC temperature sensor when transportation for prepared deli salad lot DELI-LOT-822 is terminated.,"[""receiving""]",[],manual_label_from_public_source_pattern
web500-0181,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh basil,fresh herbs,BASIL-LOT-042,Blockchain block records a transportation process for fresh basil lot BASIL-LOT-042 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0182,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Blockchain block records a transportation process for fresh cucumber lot CUC-LOT-118 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0183,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Blockchain block records a transportation process for fresh sprouts lot SPR-LOT-220 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0184,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Blockchain block records a transportation process for fresh tuna lot TUNA-LOT-771 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0185,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Blockchain block records a transportation process for soft cheese lot CHEESE-LOT-319 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0186,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Blockchain block records a transportation process for bulk olive oil lot OIL-LOT-540 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0187,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Blockchain block records a transportation process for bottled olive oil lot BOT-OIL-903 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0188,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Blockchain block records a transportation process for fresh grapes lot GRAPE-LOT-104 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0189,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Blockchain block records a transportation process for leaf lettuce lot LETT-LOT-514 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0190,biotrak-block-transport,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Blockchain block records a transportation process for prepared deli salad lot DELI-LOT-822 between two supply-chain companies.,"[""shipping""]",[],manual_label_from_public_source_pattern
web500-0191,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh basil,fresh herbs,BASIL-LOT-042,Blockchain block records a transformation process linking ingredient lot BASIL-LOT-042 to finished lot OUT-BASIL-LOT-042.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0192,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh cucumber,fresh produce,CUC-LOT-118,Blockchain block records a transformation process linking ingredient lot CUC-LOT-118 to finished lot OUT-CUC-LOT-118.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0193,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh sprouts,sprouts,SPR-LOT-220,Blockchain block records a transformation process linking ingredient lot SPR-LOT-220 to finished lot OUT-SPR-LOT-220.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0194,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh tuna,seafood,TUNA-LOT-771,Blockchain block records a transformation process linking ingredient lot TUNA-LOT-771 to finished lot OUT-TUNA-LOT-771.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0195,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",soft cheese,soft cheese,CHEESE-LOT-319,Blockchain block records a transformation process linking ingredient lot CHEESE-LOT-319 to finished lot OUT-CHEESE-LOT-319.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0196,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bulk olive oil,oil ingredient,OIL-LOT-540,Blockchain block records a transformation process linking ingredient lot OIL-LOT-540 to finished lot OUT-OIL-LOT-540.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0197,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",bottled olive oil,finished oil,BOT-OIL-903,Blockchain block records a transformation process linking ingredient lot BOT-OIL-903 to finished lot OUT-BOT-OIL-903.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0198,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",fresh grapes,fresh produce,GRAPE-LOT-104,Blockchain block records a transformation process linking ingredient lot GRAPE-LOT-104 to finished lot OUT-GRAPE-LOT-104.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0199,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",leaf lettuce,leafy greens,LETT-LOT-514,Blockchain block records a transformation process linking ingredient lot LETT-LOT-514 to finished lot OUT-LETT-LOT-514.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0200,biotrak-block-transform,BioTrak food-chain logistics paper,https://arxiv.org/abs/2304.09601,"The paper describes inbound logistics with supplier delivery notes and batch codes, production linking input/output batch codes, outbound logistics, transporter roles, and transportation/transformation blocks.",prepared deli salad,prepared food,DELI-LOT-822,Blockchain block records a transformation process linking ingredient lot DELI-LOT-822 to finished lot OUT-DELI-LOT-822.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0201,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",fresh basil,fresh herbs,BASIL-LOT-042,Recipe applied: ingredient token BASIL-LOT-042 is consumed and a new product token OUT-BASIL-LOT-042 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0202,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",fresh cucumber,fresh produce,CUC-LOT-118,Recipe applied: ingredient token CUC-LOT-118 is consumed and a new product token OUT-CUC-LOT-118 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0203,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",fresh sprouts,sprouts,SPR-LOT-220,Recipe applied: ingredient token SPR-LOT-220 is consumed and a new product token OUT-SPR-LOT-220 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0204,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",fresh tuna,seafood,TUNA-LOT-771,Recipe applied: ingredient token TUNA-LOT-771 is consumed and a new product token OUT-TUNA-LOT-771 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0205,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",soft cheese,soft cheese,CHEESE-LOT-319,Recipe applied: ingredient token CHEESE-LOT-319 is consumed and a new product token OUT-CHEESE-LOT-319 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0206,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",bulk olive oil,oil ingredient,OIL-LOT-540,Recipe applied: ingredient token OIL-LOT-540 is consumed and a new product token OUT-OIL-LOT-540 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
web500-0207,token-recipe-applied,Token Recipes manufacturing traceability paper,https://arxiv.org/abs/1810.09843,"The paper models manufacturing recipes where ingredient batch tokens are consumed and a new token is produced, preserving transformation provenance.",bottled olive oil,finished oil,BOT-OIL-903,Recipe applied: ingredient token BOT-OIL-903 is consumed and a new product token OUT-BOT-OIL-903 is produced.,"[""transformation""]",[],manual_label_from_public_source_pattern
